0-09 10:26:33,261 INFO org.apache.hadoop.metrics2.impl.MetricsConfig: loaded properties from hadoop-metrics2.properties
2014-10-09 10:26:33,550 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-10-34.local to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,550 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-11-19.local to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-11-19.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-13-15.local to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-16-8.local to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-12-37.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding solaris-14-1.local to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding 10.3.10.47 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-13-19.local to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-12-15.local to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-14-25.local to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-12-17.local to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-16-18.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding datanode-11-29.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding datanode-11-1.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding datanode-15-3.local to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-16-7.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,551 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-10-28.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-13-19.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-11-23.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-14-54.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-14-32.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-14-8.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-10-27.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-11-15.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-11-22.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding datanode-13-11.local to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-10-7.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding gridftp5.ultralight.org to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-14-36.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-16-17.local to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-11-24.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-10-33.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,552 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-14-22.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-20-19.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-11-9.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding cithep249.ultralight.org to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-14-38.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-14-37.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-16-19.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-13-14.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-20-26.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-14-18.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-14-26.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding datanode-gridftp-10-13.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-14-51.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding compute-16-2.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,553 INFO org.apache.hadoop.util.HostsFileReader: Adding datanode-31-1.tier2 to the list of hosts from /etc/hadoop/conf/hosts_exclude
2014-10-09 10:26:33,556 INFO org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager: dfs.block.invalidate.limit=1000
2014-10-09 10:26:33,632 INFO org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: dfs.block.access.token.enable=false
2014-10-09 10:26:33,632 INFO org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: defaultReplication         = 2
2014-10-09 10:26:33,632 INFO org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: maxReplication             = 12
2014-10-09 10:26:33,632 INFO org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: minReplication             = 1
2014-10-09 10:26:33,632 INFO org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: maxReplicationStreams      = 2
2014-10-09 10:26:33,632 INFO org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: shouldCheckForEnoughRacks  = true
2014-10-09 10:26:33,632 INFO org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: replicationRecheckInterval = 3000
2014-10-09 10:26:33,632 INFO org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: encryptDataTransfer        = false
2014-10-09 10:26:33,638 INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem: fsOwner             = hdfs (auth:SIMPLE)
2014-10-09 10:26:33,638 INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem: supergroup          = root
2014-10-09 10:26:33,638 INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem: isPermissionEnabled = true
2014-10-09 10:26:33,638 INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem: HA Enabled: false
2014-10-09 10:26:33,640 INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem: Append Enabled: true
2014-10-09 10:26:33,841 INFO org.apache.hadoop.hdfs.server.namenode.NameNode: Caching file names occuring more than 10 times 
2014-10-09 10:26:33,842 INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem: dfs.namenode.safemode.threshold-pct = 0.9990000128746033
2014-10-09 10:26:33,842 INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem: dfs.namenode.safemode.min.datanodes = 0
2014-10-09 10:26:33,842 INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem: dfs.namenode.safemode.extension     = 30000
2014-10-09 10:26:33,942 INFO org.apache.hadoop.hdfs.server.common.Storage: Lock on /data1/hadoop/scratch/dfs/name/in_use.lock acquired by nodename 3717@hdfs-headnode-13-1.tier2
2014-10-09 10:26:33,996 INFO org.apache.hadoop.hdfs.server.namenode.FileJournalManager: Recovering unfinalized segments in /data1/hadoop/scratch/dfs/name/current
2014-10-09 10:26:34,055 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Loading image file /data1/hadoop/scratch/dfs/name/current/fsimage_0000000000045945699 using no compression
2014-10-09 10:26:34,055 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Number of files = 7144740
2014-10-09 10:27:42,461 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Number of files under construction = 120
2014-10-09 10:27:42,477 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Image file of size 945929305 loaded in 68 seconds.
2014-10-09 10:27:42,477 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Loaded image for txid 45945699 from /data1/hadoop/scratch/dfs/name/current/fsimage_0000000000045945699
2014-10-09 10:27:42,480 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Reading org.apache.hadoop.hdfs.server.namenode.RedundantEditLogInputStream@6e5a3923 expecting start txid #45945700
2014-10-09 10:27:42,482 INFO org.apache.hadoop.hdfs.server.namenode.EditLogInputStream: Fast-forwarding stream '/data1/hadoop/scratch/dfs/name/current/edits_0000000000045945700-0000000000045945700' to transaction ID 45945700
2014-10-09 10:27:42,493 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Edits file /data1/hadoop/scratch/dfs/name/current/edits_0000000000045945700-0000000000045945700 of size 1048576 edits # 1 loaded in 0 seconds.
2014-10-09 10:27:42,493 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Reading org.apache.hadoop.hdfs.server.namenode.RedundantEditLogInputStream@655d616e expecting start txid #45945701
2014-10-09 10:27:42,493 INFO org.apache.hadoop.hdfs.server.namenode.EditLogInputStream: Fast-forwarding stream '/data1/hadoop/scratch/dfs/name/current/edits_0000000000045945701-0000000000045945701' to transaction ID 45945700
2014-10-09 10:27:42,495 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Edits file /data1/hadoop/scratch/dfs/name/current/edits_0000000000045945701-0000000000045945701 of size 1048576 edits # 1 loaded in 0 seconds.
2014-10-09 10:27:42,495 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Reading org.apache.hadoop.hdfs.server.namenode.RedundantEditLogInputStream@55a7b0bf expecting start txid #45945702
2014-10-09 10:27:42,495 INFO org.apache.hadoop.hdfs.server.namenode.EditLogInputStream: Fast-forwarding stream '/data1/hadoop/scratch/dfs/name/current/edits_0000000000045945702-0000000000045945702' to transaction ID 45945700
2014-10-09 10:27:42,498 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Edits file /data1/hadoop/scratch/dfs/name/current/edits_0000000000045945702-0000000000045945702 of size 1048576 edits # 1 loaded in 0 seconds.
2014-10-09 10:27:42,498 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Reading org.apache.hadoop.hdfs.server.namenode.RedundantEditLogInputStream@7444f787 expecting start txid #45945703
2014-10-09 10:27:42,498 INFO org.apache.hadoop.hdfs.server.namenode.EditLogInputStream: Fast-forwarding stream '/data1/hadoop/scratch/dfs/name/current/edits_0000000000045945703-0000000000045945703' to transaction ID 45945700
2014-10-09 10:27:42,500 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Edits file /data1/hadoop/scratch/dfs/name/current/edits_0000000000045945703-0000000000045945703 of size 1048576 edits # 1 loaded in 0 seconds.
2014-10-09 10:27:43,534 INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Starting log segment at 45945704
2014-10-09 10:27:43,677 INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Number of transactions: 1 Total time for transactions(ms): 0Number of transactions batched in Syncs: 0 Number of syncs: 1 SyncTimes(ms): 107 
2014-10-09 10:27:43,763 INFO org.apache.hadoop.hdfs.server.namenode.NameCache: initialized with 23556 entries 688426 lookups
2014-10-09 10:27:43,781 INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem: Finished loading FSImage in 69938 msecs
2014-10-09 10:27:43,903 INFO org.apache.hadoop.ipc.Server: Starting Socket Reader #1 for port 9000
2014-10-09 10:27:43,926 INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem: Registered FSNamesystemState MBean
2014-10-09 10:27:43,948 INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem: Number of blocks under construction: 120
2014-10-09 10:27:43,951 INFO org.apache.hadoop.hdfs.StateChange: STATE* Safe mode ON. 
The reported blocks 0 needs additional 12860129 blocks to reach the threshold 0.9990 of total blocks 12873001. Safe mode will be turned off automatically.
2014-10-09 10:27:43,997 INFO org.mortbay.log: Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog
2014-10-09 10:27:44,038 INFO org.apache.hadoop.http.HttpServer: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer$QuotingInputFilter)
2014-10-09 10:27:44,040 INFO org.apache.hadoop.http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context hdfs
2014-10-09 10:27:44,040 INFO org.apache.hadoop.http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
2014-10-09 10:27:44,040 INFO org.apache.hadoop.http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
2014-10-09 10:27:44,051 INFO org.apache.hadoop.http.HttpServer: dfs.webhdfs.enabled = false
2014-10-09 10:27:44,057 INFO org.apache.hadoop.http.HttpServer: Jetty bound to port 50070
2014-10-09 10:27:44,057 INFO org.mortbay.log: jetty-6.1.26.cloudera.2
2014-10-09 10:27:44,082 WARN org.mortbay.log: Can't reuse /tmp/Jetty_hdfs.headnode.13.1_50070_hdfs____.j94624, using /tmp/Jetty_hdfs.headnode.13.1_50070_hdfs____.j94624_2800336235059431610
2014-10-09 10:27:44,200 INFO org.mortbay.log: Started SelectChannelConnector@hdfs-headnode-13-1:50070
2014-10-09 10:27:44,200 INFO org.apache.hadoop.hdfs.server.namenode.NameNode: Web-server up at: hdfs-headnode-13-1:50070
2014-10-09 10:27:44,200 INFO org.apache.hadoop.ipc.Server: IPC Server Responder: starting
2014-10-09 10:27:44,201 INFO org.apache.hadoop.ipc.Server: IPC Server listener on 9000: starting
2014-10-09 10:27:46,030 INFO org.apache.hadoop.hdfs.server.namenode.NameNode: NameNode up at: hdfs-headnode-13-1.tier2/10.3.10.66:9000
2014-10-09 10:27:46,030 INFO org.apache.hadoop.hdfs.server.namenode.FSNamesystem: Starting services required for active state
2014-10-09 10:27:46,406 INFO org.apache.hadoop.hdfs.StateChange: BLOCK* NameSystem.registerDatanode: node registration from DatanodeRegistration(10.3.10.29, storageID=DS-1946114970-10.3.10.29-50010-1411690331130, infoPort=50075, ipcPort=50020, storageInfo=lv=-40;cid=CID-33be254f-fbe9-459e-a75c-e9f4ff6924b0;nsid=470488115;c=1401986032201) storage DS-1946114970-10.3.10.29-50010-1411690331130

